Series;Product Image;Type;Technology;Description;Mounting;Voltage(V);Capacitance (min.);Capacitance (max.);Dielectric;Image path;Datasheet part;3d model part
VJ BX Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Capacitors;Surface Mount;50.0;510 pF;10 nF;X = BX;image\capacitors\45253.png;Datasheet\capacitors\VJ BX Series\VJ BX Series.pdf;
VJ BX Series;Enlarge;Capacitors, Fixed;MLCC;Surface Mount Multilayer Ceramic Capacitors;Surface Mount;50.0;5 nF;100 nF;X = BX;image\capacitors\45253.png;Datasheet\capacitors\VJ BX Series\VJ BX Series.pdf;
