Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-VSKDF400/06PbF;Enlarge;540;90;600;4140;1.28 at 200;-40 to +175;0.147;159;INT-A-PAK;Diode doubler circuit;Isolated;image\modules\96504.png;Datasheet\modules\VS-VSKDF400/06PbF\VS-VSKDF400/06PbF.pdf;
