Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BAV17, BAV18, BAV19, BAV20, BAV21;Enlarge;DO-35 (DO-204AH);200.0;100 at 150;1 at 100;50.0;Single;No;image/diodes/85543.png;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.pdf;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.zip
BAV17, BAV18, BAV19, BAV20, BAV21;Enlarge;DO-35 (DO-204AH);25.0;100 at 20;1 at 100;50.0;Single;No;image/diodes/85543.png;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.pdf;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.zip
BAV17, BAV18, BAV19, BAV20, BAV21;Enlarge;DO-35 (DO-204AH);250.0;100 at 200;1 at 100;50.0;Single;No;image/diodes/85543.png;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.pdf;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.zip
BAV17, BAV18, BAV19, BAV20, BAV21;Enlarge;DO-35 (DO-204AH);60.0;100 at 50;1 at 100;50.0;Single;No;image/diodes/85543.png;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.pdf;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.zip
BAV17, BAV18, BAV19, BAV20, BAV21;Enlarge;DO-35 (DO-204AH);120.0;100 at 100;1 at 100;50.0;Single;No;image/diodes/85543.png;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.pdf;Datasheet/diodes/switching/BAV17, BAV18, BAV19, BAV20, BAV21/BAV17, BAV18, BAV19, BAV20, BAV21.zip
