Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
IRF730S, SiHF730S;Enlarge;Single;D2PAK (TO-263);N;400.0;20.0;;;;;;;;;1.0;;38.0;5.7;22.0;5.5;74.0;2.0;;image/mosfets/91048.png;Datasheet/mosfets/IRF730S, SiHF730S/IRF730S, SiHF730S.pdf;
