Part Number;Status;Description;Configuration;Slew Rate Time(µs);On Delay Time(µs);VINMin.(V);VINMax.(V);RDS(on)at VINMin.(mΩ);RDS(on)at VINMax.(mΩ);IQat VINMin.(µA);IQat VINMax.(µA);Output Discharge(Y / N);Reverse Blocking(Y / N);Cont. Current(A);Package;Package Size(W, L, H)(mm);Image path;Datasheet part;3d model part
SiP32468;Active;1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation, output discharge;Single;170;130;1.2;5.5;95.0;50.0;1.8;7.8;Yes;Yes;1.2;WCSP4;0.8 x 0.8 x 0.5;67757;Datasheet/power-ics/SiP32468\SiP32468.pdf;
