Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
HR0030VR50291BB1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;2800;5000;R6000;;;Individual;image\capacitors\22162.png;Datasheet\capacitors\HR0030VR50291BB1\HR0030VR50291BB1.pdf;
