Part Number;Configuration;SingleSupplyMin.;SingleSupplyMax.;DualSupplyMin.;DualSupplyMax.;On-Resistance(Ω);Is(off)Max.;tonMax.;QINJTyp.;XTALK&OIRR;Package;CS(on)(pF);CS(off)(pF);-3 dBBandwidth(MHz);Image path;Datasheet part;3d model part
DG9426E;SPST x 4, comp;3.0;16.0;3.0;8.0;1.6;1.0;51.0;38.0;-56.0;TSSOP-16;89.0;37.0;;75770;Datasheet//analog-switches/DG9426E\DG9426E.pdf;
DG9426E;SPST x 4, comp;3.0;16.0;3.0;8.0;1.6;1.0;51.0;38.0;-56.0;QFN-16 4 x 4;89.0;37.0;;75770;Datasheet//analog-switches/DG9426E\DG9426E.pdf;
