Series;Product Image;Order Code;Cap (µF);Voltage(V);Form;Case Size;Temp Max(°C);Useful Life;Style;Technology;Image path;Datasheet part;3d model part
120 ATC;Enlarge;MAL212028331E3;330.0;63.0;Axial;Ø15x30;+125 °C;8000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212016681E3;680.0;25.0;Axial;Ø12.5x30;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212047102E3;1000.0;40.0;Axial;Ø18x30;+125 °C;8000;"""Radial, 4 pin Soldering Star/Mounting Ring, Bulk""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212018331E3;330.0;63.0;Axial;Ø15x30;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212027681E3;680.0;40.0;Axial;Ø15x30;+125 °C;8000;"""Axial, Taped on Reel""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212018102E3;1000.0;63.0;Axial;Ø21x38;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212048331E3;330.0;63.0;Axial;Ø15x30;+125 °C;8000;"""Radial, 4 pin Soldering Star/Mounting Ring, Bulk""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212017681E3;680.0;40.0;Axial;Ø15x30;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212048102E3;1000.0;63.0;Axial;Ø21x38;+125 °C;8000;"""Radial, 4 pin Soldering Star/Mounting Ring, Bulk""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
120 ATC;Enlarge;MAL212015332E3;3300.0;16.0;Axial;Ø18x30;+125 °C;8000;"""Axial, Bulk or Paperstrip in Box""";Aluminum Electrolytic;image/capacitors\28336.png;Datasheet\capacitors\120 ATC\120 ATC.pdf;
