Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-016O002C-SPP3N00000;character;16 x 2 characters;68.5 x 17.5 x 2.05;58.22 x 13.52;2.97 x 5.57;0.57 x 0.67;0.60 x 0.70;1/16;OLED-0010;-;-;-;Yes;-;37796;Datasheet/displays/OLED-016O002C-SPP3N00000\OLED-016O002C-SPP3N00000.pdf;
