Series;Type(V);Display Format;Outline Dimensions(W x H mm);Effective Viewing Area(W x H mm);Character Size(W x H mm);Dot Size(W x H mm);Dot Pitch(W x H mm);Driving Method (Duty);Built-In Controller;Process Color STN Gray;Process Color STN Yellow;Process Color STN Blue;Process Color FSTN B & W;BL None;BL LED;BL EL;BL CCFL;Image path;Datasheet part;3d model part
LCD-320H240BX, LCD-320H240BP2, LCD-320H240BP3;Graphic;320 x 240 dots;166.8 x 109.0;122.0 x 92.0;N/a;0.34 x 0.34;0.36 x 0.36;1/240;Epson S1D13700;x;x;x;x;x;x;x;x;37386;Datasheet/displays/LCD-320H240BX, LCD-320H240BP2, LCD-320H240BP3\LCD-320H240BX, LCD-320H240BP2, LCD-320H240BP3.pdf;
