Series;Product Image;Product Line;PPPMat 10 x 1000 μs(W);Package (JEDEC®)Code;TVS Polarity;Stand-OffVoltageVWM(V);BreakdownVoltage VBRat IT(V) Min.;BreakdownVoltage VBRat IT(V) Max.;TJMax.(°C);AEC-Q101Qualified;Image path;Datasheet part;3d model part
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;376.0;418.0;462.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;171.0;190.0;210.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;40.2;44.7;49.4;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;8.55;9.5;10.5;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;85.5;95.0;105.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;18.8;20.9;23.1;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;256.0;285.0;315.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;30.8;34.2;37.8;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;6.4;7.13;7.88;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;64.1;71.3;78.8;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;13.6;15.2;16.8;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;136.0;152.0;168.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;434.0;485.0;535.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;23.1;25.7;28.4;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;47.8;53.2;58.8;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;10.2;11.4;12.6;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;102.0;114.0;126.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;342.0;380.0;420.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;154.0;171.0;189.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;36.8;40.9;45.2;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;7.78;8.65;9.55;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;77.8;86.5;95.5;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;17.1;19.0;21.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
1.5SMC Series;Enlarge;TRANSZORB® TVS;1500;SMC (DO-214AB);Unidirectional, bidirectional;214.0;237.0;263.0;150;Yes;image/diodes\88303.png;Datasheet\diodes\1.5SMC Series\1.5SMC Series.pdf;Datasheet\diodes\1.5SMC Series\1.5SMC Series.zip
