Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BAS581-02V;Enlarge;Small Signal Schottky Diode;40.0;30.0;370 at 1;Yes;SOD-523;Single;image/diodes\85516.png;Datasheet\diodes\BAS581-02V\BAS581-02V.pdf;
