Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;3.6 mF;110.0;75.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;8 mF;63.0;55.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;14.5 mF;50.0;45.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;36 mF;25.0;45.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;7 mF;80.0;40.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;4.5 mF;110.0;75.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;11.5 mF;63.0;35.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;16 mF;50.0;45.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;4.5 mF;100.0;50.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;48 mF;25.0;45.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;9 mF;80.0;40.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;1.1 mF;125.0;100.0;8.89 x 35.56 (A);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;12 mF;63.0;35.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;18 mF;50.0;35.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;5.7 mF;100.0;50.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;54 mF;25.0;35.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;1.9 mF;100.0;85.0;8.89 x 35.56 (A);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;2.2 mF;125.0;85.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;3 mF;80.0;100.0;8.89 x 35.56 (A);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;24 mF;50.0;35.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;1.5 mF;110.0;100.0;8.89 x 35.56 (A);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;72 mF;25.0;35.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;3.6 mF;100.0;65.0;12.395 x 35.56 (B);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
HE5;Enlarge;Tantalum, Wet;Through Hole;Radial;2.9 mF;125.0;75.0;15.4 x 35.56 (C);image/capacitors\42104.png;Datasheet\capacitors\HE5\HE5.pdf;Datasheet\capacitors\HE5\HE5.zip
