Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
WKO472MCPCRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700.0;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22204.png;Datasheet\capacitors\WKO472MCPCRUKR\WKO472MCPCRUKR.pdf;Datasheet\capacitors\WKO472MCPCRUKR\WKO472MCPCRUKR.zip
