Series;Type(V);Display Format;Outline Dimensions(W x H mm);Effective Viewing Area(W x H mm);Character Size(W x H mm);Dot Size(W x H mm);Dot Pitch(W x H mm);Driving Method (Duty);Built-In Controller;Process Color TN;Process Color STN Gray;Process Color STN Yellow;Process Color STN Blue;Process Color STN Color;BL None;BL LED;BL EL;BL CCFL;Image path;Datasheet part;3d model part
LCD-040N002A;Character;40 x 2 characters;182.0 x 33.5;154.4 x 16.5;3.2 x 5.55;0.60 x 0.65;0.65 x 0.70;1/16;ST 7066 (or equivalent);x;x;x;x;;x;x;x;;37316;Datasheet/displays/LCD-040N002A\LCD-040N002A.pdf;
