Part Number;Product Image;Package;VCEO(V);CTR min1%;Forward Current IFmax.(mA);Operating Temperature max.(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
VO221AT, VO222AT, VO223AT;Enlarge;SOIC-8;30;100;60;-40 to +100;4000;UL, cUL, VDE;image/optocouplers/81954.png;Datasheet/optocouplers/opto-darl-out/VO221AT, VO222AT, VO223AT/VO221AT, VO222AT, VO223AT.pdf;Datasheet/optocouplers/opto-darl-out/VO221AT, VO222AT, VO223AT/VO221AT, VO222AT, VO223AT.zip
