Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
ILD205T, ILD206T, ILD207T, ILD211T, ILD213T;Enlarge;SOIC-8;70;13;200.0;10;6, 5;-55 to +100;4000;UL, cUL, VDE;image/optocouplers\83647.png;Datasheet\optocouplers\ILD205T, ILD206T, ILD207T, ILD211T, ILD213T\ILD205T, ILD206T, ILD207T, ILD211T, ILD213T.pdf;Datasheet\optocouplers\ILD205T, ILD206T, ILD207T, ILD211T, ILD213T\ILD205T, ILD206T, ILD207T, ILD211T, ILD213T.zip
