Series;Product Image;Description;Resistance at Tref.(min.)(Ω);Resistance at Tref.(max.)(Ω);Tref.(°C);Tolerance at Tref.(min.)(°C);Tolerance at Tref.(min.)(%);Typical TCR(ppm/°C);Operating Temperature(min.)(°C);Operating Temperature(max.)(°C);Image path;Datasheet part;3d model part
TFPT;Enlarge;SMD PTC - Nickel Thin Film Linear Thermistors;100;10K;25;;0.5;4110;;;image/thermistors\33017.png;Datasheet\thermistors\TFPT\TFPT.pdf;Datasheet\thermistors\TFPT\TFPT.zip
