Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiP32414;Active;1.1 V to 5.5 V, 150 μs rise time, output discharge;Slew rate;1.1;5.5;TDFN8;2.0 x 2.0 x 0.5;71437;Datasheet/power-ics/computer/SiP32414/SiP32414.pdf;
