Series;Product Image;Description;Mounting;Trimmer Type;Resistance Min.(Ω);Resistance Max.(Ω);Image path;Datasheet part;3d model part
T53;Enlarge;5 mm Through Hole Trimmer Single-Turn Cermet;Through-hole;Single turn;10;1 M;image/trimmers/51014.png;Datasheet/trimmers/T53\T53.pdf;
