Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-MBRS360-M3;Enlarge;60;3;0.61;790.0;30 at 125 °C;150;SMC (DO-214AB);Single;No;image/diodes\85938.png;Datasheet\diodes\VS-MBRS360-M3\VS-MBRS360-M3.pdf;Datasheet\diodes\VS-MBRS360-M3\VS-MBRS360-M3.zip
