Series;Product Image;Type;Description;Technology;Resistance (min)(Ω);Resistance (max)(Ω);TCR Absolute(ppm/°C);TCR Tracking(ppm/°C);Absolute Tolerance(%);Ratio Tolerance(%);Power(W);Package Type;Case (EIA & Mil);Image path;Datasheet part;3d model part
CTT;Enlarge;Resistor Networks;Thin Film Center-Tapped Resistor Divider Network;Thin Film;10;35 K;25.0;2.0;0.5;;0.125;;303.0;image/networks-and-arrays/61016.png;Datasheet\/networks-and-arrays/CTT\CTT.pdf;
