Series;Product Image;Type;Description;Voltage Max.(V);Image path;Datasheet part;3d model part
ESTAmat PFC-N;Enlarge;Power Factor Controller;Measuring voltage: 90 VAC to 690 VAC,  supply voltage: 90 VAC to 300 VAC, 45 Hz to 65 Hz, 6 or 12 steps;690;image\capacitors\13120.png;Datasheet\capacitors\ESTAmat PFC-N\ESTAmat PFC-N.pdf;
