Part Number;Status;Description;Slew Rate Time(µs);On Delay Time(µs);VINMin.(V);VINMax.(V);RDS(on)at VINMax.(mΩ);IQat VINMin.(µA);IQat VINMax.(µA);Cont. Current(A);Package;Package Size(W, L, H)(mm);Image path;Datasheet part;3d model part
SiP32103;Active;2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low with internal pull-up resistor;1 000;800;2.3;5.5;5.1;4.0;8.2;7;WCSP12;1.3 x 1.7 x 0.5;78628;Datasheet/power-ics/SiP32103\SiP32103.pdf;
