Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PD0070WJ60033BG1;Enlarge;14000.0;60.0;R16;;;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ60033BG1\PD0070WJ60033BG1.pdf;Datasheet\capacitors\PD0070WJ60033BG1\PD0070WJ60033BG1.zip
