Series;Product Image;Description;Multiple Modules;Switch Module;Detent Module;Special Electrical Laws;Sealing Level;Lifespan;Image path;Datasheet part;3d model part
P30L;Enlarge;Long Life Potentiometer - 2 Million Cycles, Heavy Duty - Cermet, Fully Sealed;No;;;A: linear, L: logarithmic, F: reverse logarithmic;IP 67;2M cycles;image/potentiometers/51056.png;Datasheet\/potentiometers/P30L\P30L.pdf;Datasheet\/potentiometers/P30L\P30L.zip
