Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;35.0;3200.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;10.0;1000.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;25.0;4200.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;6.0;2000.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;50.0;2500.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;15.0;500.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;4.0;8500.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;20.0;800.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;270 µF;4.0;350.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;50.0;8000.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.47 µF;35.0;15000.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;10.0;2600.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;20.0;2800.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;4.0;900.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.15 µF;50.0;30000.0;3.4 x 1.27 x 1.6 (A);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;15.0;12000.0;3.4 x 1.27 x 1.6 (A);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;25.0;1000.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;6.0;650.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;35.0;2700.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;10.0;750.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;25.0;3500.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;6.0;1500.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;50.0;1200.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;15.0;450.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;4.0;2200.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;10.0;2500.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;20.0;500.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;6.0;11000.0;3.4 x 1.27 x 1.6 (A);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;50.0;5500.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;15.0;2300.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;35.0;14000.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;20.0;2550.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;120 µF;4.0;700.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.22 µF;50.0;18000.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;15.0;10800.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;25.0;700.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;180 µF;6.0;400.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;35.0;2000.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;10.0;750.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;25.0;3000.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;6.0;1000.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;50.0;1000.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;20.0;15000.0;3.4 x 1.27 x 1.6 (A);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;4.0;2000.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;10.0;2200.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.47 µF;25.0;17000.0;3.4 x 1.27 x 1.6 (A);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;6.0;9000.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;15.0;1400.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;35.0;8000.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;20.0;1800.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;4.0;650.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.33 µF;50.0;16000.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;15.0;2800.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;25.0;800.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;6.0;350.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;4.0;1500.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;35.0;1300.0;7.6 x 2.54 x 2.9 (G);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;120 µF;10.0;450.0;7.7 x 3.81 x 3.2 (H);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;25.0;2750.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;6.0;900.0;6.5 x 3.43 x 2.2 (F);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;20.0;12000.0;4.7 x 1.27 x 1.6 (B);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;10.0;2000.0;6.0 x 2.41 x 1.6 (E);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;25.0;15000.0;3.4 x 1.27 x 1.6 (A);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
695D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;6.0;8500.0;4.7 x 2.41 x 1.6 (D);image/capacitors\40038.png;Datasheet\capacitors\695D\695D.pdf;
