Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;25.0;200.0;7.3 x 4.3 x 4.3 (E);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;6.3;3400.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10.0;100.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;25.0;8400.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;50.0;1500.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10.0;2500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20.0;3500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35.0;1500.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;550.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16.0;3000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;25.0;300.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10.0;300.0;6.0 x 3.2 x 2.8 (C);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20.0;225.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.22 µF;50.0;15000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;10.0;5500.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;16.0;600.0;7.3 x 4.3 x 3.1 (D);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35.0;6000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;1900.0;3.5 x 2.8 x 2.1 (B);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16.0;5000.0;3.2 x 1.6 x 1.8 (A);image/capacitors\40116.png;Datasheet\capacitors\TP3\TP3.pdf;Datasheet\capacitors\TP3\TP3.zip
