Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211633W;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;3;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211634W;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;5;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211632W;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;2;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211631W;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;1;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211631G;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;1;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211631;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;1;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211634G;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;5;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211632G;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;2;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211634;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;5;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
KP1830;Enlarge;KP1830 - Precision Film/Foil;KP1830211635W;Polypropylene;AC & Pulse;Radial Boxed;1,1nF;10;Vdc;630;5.0;image/capacitors\26016.png;Datasheet\capacitors\KP1830\KP1830.pdf;
