Part Number;Product Image;Data Rate(MBd);Package;CTR min.(%);tPLHtyp.(µs);tPHLtyp.(µs);Pulse Width Distortion PWD(ns);CMTI min.(V/μs);Operating Temperature(°C);Channel(s);Isolation VoltageVISO(VRMS);Safety Standard(s);Image path;Datasheet part;3d model part
SFH6345;Enlarge;1.0;DIP-8;19.0;0.3;0.3;;15000.0;-55 to +100;Single;5300;UL, cUL, VDE, CQC;image/optocouplers\83680.png;Datasheet\optocouplers\SFH6345\SFH6345.pdf;Datasheet\optocouplers\SFH6345\SFH6345.zip
SFH6345;Enlarge;1.0;SMD-8;19.0;0.3;0.3;;15000.0;-55 to +100;Single;5300;UL, cUL, VDE, CQC;image/optocouplers\83680.png;Datasheet\optocouplers\SFH6345\SFH6345.pdf;Datasheet\optocouplers\SFH6345\SFH6345.zip
SFH6345;Enlarge;1.0;DIP-8, 400 mil;19.0;0.3;0.3;;15000.0;-55 to +100;Single;5300;UL, cUL, VDE, CQC;image/optocouplers\83680.png;Datasheet\optocouplers\SFH6345\SFH6345.pdf;Datasheet\optocouplers\SFH6345\SFH6345.zip
