Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
TCET1201, TCET1202, TCET1203, TCET1204;Enlarge;DIP-4;70;40;600.0;5, 10;6, 5;-40 to +100;5000;UL, cUL, VDE, BSI, CQC, CQC;image/optocouplers/83501.png;Datasheet/optocouplers/opt-tran-output/TCET1201, TCET1202, TCET1203, TCET1204/TCET1201, TCET1202, TCET1203, TCET1204.pdf;
