Series;Product Image;Description;Resistance at25 °C (min.)(Ω);Resistance at25 °C (max.)(Ω);Tn/ Tsw(min.)(°C);Tn/ Tsw(max.)(°C);Iol/Iin(max.)(A);Vmax.(V);Operating Temperature(min.)(°C);Operating Temperature(max.)(°C);Image path;Datasheet part;3d model part
PTC305C Series;Enlarge;PTC Thermistors Motor Start Packages;15.0;75;110.0;120.0;36.0;500.0;-10;80;image/thermistors\23086.png;Datasheet\thermistors\PTC305C Series\PTC305C Series.pdf;
