Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
LVE2560E;Enlarge;25.0;0.74;360;600;150;GSIB-5S;In-line;image/diodes/98363.png;Datasheet/diodes/bridge/LVE2560E/LVE2560E.pdf;Datasheet/diodes/bridge/LVE2560E/LVE2560E.zip
