Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
SSA34;Enlarge;40;3;see datasheet;75.0;;150;SMA (DO-214AC);Single;No;image/diodes\89281.png;Datasheet\diodes\SSA34\SSA34.pdf;Datasheet\diodes\SSA34\SSA34.zip
SSA34;Enlarge;40;3;see datasheet;75.0;;150;SMA (DO-214AC);Single;Yes;image/diodes\88883.png;Datasheet\diodes\SSA34\SSA34.pdf;Datasheet\diodes\SSA34\SSA34.zip
