Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;8.2 µF;50.0;250.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;150 µF;15.0;65.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;35.0;130.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;180 µF;10.0;60.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;270 µF;6.0;50.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;20.0;95.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;10 µF;50.0;230.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;20.0;145.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;39 µF;35.0;120.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;220 µF;10.0;55.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
M39003/09;Enlarge;Tantalum, Solid;Through Hole;Axial;330 µF;6.0;45.0;;image/capacitors\40158.png;Datasheet\capacitors\M39003/09\M39003/09.pdf;
