Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
RGF1D;Enlarge;200;1;1.3;30.0;150.0;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88697.png;Datasheet/diodes/standard-recovery/RGF1D/RGF1D.pdf;
RGF1D;Enlarge;200;1;1.3;30.0;150.0;175;GF1 (DO-214BA);Single;;Yes;image/diodes/98395.png;Datasheet/diodes/standard-recovery/RGF1D/RGF1D.pdf;
