Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BAT42, BAT43;Enlarge;Small Signal Schottky Diode;30.0;200.0;650 at 200;No;DO-35 (DO-204AH);Single;image/diodes\85660.png;Datasheet\diodes\BAT42, BAT43\BAT42, BAT43.pdf;Datasheet\diodes\BAT42, BAT43\BAT42, BAT43.zip
BAT42, BAT43;Enlarge;Small Signal Schottky Diode;30.0;200.0;450 at 200;No;DO-35 (DO-204AH);Single;image/diodes\85660.png;Datasheet\diodes\BAT42, BAT43\BAT42, BAT43.pdf;Datasheet\diodes\BAT42, BAT43\BAT42, BAT43.zip
