Part Number;Status;Description;Product type;VinMin.(V);VinMax.(V);Package;PackageSize(W,L,H)(mm);Image path;Datasheet part;3d model part
SiP32432DR;Active;1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active low;Slew rate;1.5;5.5;SC-70-6;2.0 x 2.0 x 0.5;66597;Datasheet/power-ics/computer/SiP32432DR/SiP32432DR.pdf;
