Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-ST1230C..K Series;Enlarge;1745.0;55.0;3200.0;1600;33500.0;35100.0;1.62 at 4000;-40 to +125;500.0;K-PUK (A-24);Single SCR;image/thyristors/94395.png;Datasheet/thyristors/phase-control-discrete/VS-ST1230C..K Series/VS-ST1230C..K Series.pdf;
VS-ST1230C..K Series;Enlarge;1745.0;55.0;3200.0;1400;33500.0;35100.0;1.62 at 4000;-40 to +125;500.0;K-PUK (A-24);Single SCR;image/thyristors/94395.png;Datasheet/thyristors/phase-control-discrete/VS-ST1230C..K Series/VS-ST1230C..K Series.pdf;
VS-ST1230C..K Series;Enlarge;1745.0;55.0;3200.0;1200;33500.0;35100.0;1.62 at 4000;-40 to +125;500.0;K-PUK (A-24);Single SCR;image/thyristors/94395.png;Datasheet/thyristors/phase-control-discrete/VS-ST1230C..K Series/VS-ST1230C..K Series.pdf;
VS-ST1230C..K Series;Enlarge;1745.0;55.0;3200.0;800;33500.0;35100.0;1.62 at 4000;-40 to +125;500.0;K-PUK (A-24);Single SCR;image/thyristors/94395.png;Datasheet/thyristors/phase-control-discrete/VS-ST1230C..K Series/VS-ST1230C..K Series.pdf;
