Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;240 µF;125.0;800.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;86 µF;100.0;1500.0;16.28 x 7.14 (T2);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;940 µF;75.0;500.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;110 µF;50.0;1800.0;11.51 x 4.78 (T1);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;220 µF;100.0;1400.0;19.46 x 9.52 (T3);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;1 mF;75.0;500.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;1 mF;60.0;500.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;400 µF;100.0;700.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;1 mF;75.0;350.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 mF;60.0;500.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;470 µF;100.0;700.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 mF;75.0;500.0;26.97 x 9.52 (T4);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;180 µF;75.0;1400.0;16.28 x 7.14 (T2);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;150 µF;125.0;2000.0;19.46 x 9.52 (T3);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;22 µF;100.0;2800.0;11.51 x 4.78 (T1);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
DLA 15005;Enlarge;Tantalum, Wet;Through Hole;Axial;180 µF;75.0;1000.0;16.28 x 7.14 (T2);image/capacitors\40193.png;Datasheet\capacitors\DLA 15005\DLA 15005.pdf;Datasheet\capacitors\DLA 15005\DLA 15005.zip
