Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
TS8510VB;Enlarge;chip;Chip;0.260 x 0.260 x 0.17;855;;60;10;18.0;No;image/ir-emitting-diodes/84402.png;Datasheet\/ir-emitting-diodes/TS8510VB\TS8510VB.pdf;
