Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
VSMA1094600;Enlarge;surface-mount;High power with lens;3.4 x 3.4 x 1.8;945;510.0;60;10;;No;image/ir-emitting-diodes/80300.png;Datasheet\/ir-emitting-diodes/VSMA1094600\VSMA1094600.pdf;Datasheet\/ir-emitting-diodes/VSMA1094600\VSMA1094600.zip
