Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-UFB310CB40;Enlarge;155;135;400;1300;1.11 at 100;-55 to +175;0.19;89;SOT-227 not insulated;Two diodes common cathode;Not Isolated;image\modules\93608.png;Datasheet\modules\VS-UFB310CB40\VS-UFB310CB40.pdf;
