Part Number;Product Image;Package;Output;Load voltage (max.)(V);Load current (max.)(mA);I Fon (max.)(mA);R ON (max.)(Ω);R OFF (typ.)(GΩ);Turn-on time max.(ms);Turn-off time max.(ms);VISOmax.VRMS(V);Safety Standard;Image path;Datasheet part;3d model part
VOR1121A6, VOR1121B6;Enlarge;SMD-6, DIP-6;1 Form A;250.0;370.0;2.0;15.0;5000.0;0.5;0.2;5300;UL, cUL, VDE;image/solid-state-relays/84298.png;Datasheet\/solid-state-relays/VOR1121A6, VOR1121B6\VOR1121A6, VOR1121B6.pdf;
