Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
RHS1N3096BTZGY5998;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;19000;1300;R4000;;;Bulk;image\capacitors\22017.png;Datasheet\capacitors\RHS1N3096BTZGY5998\RHS1N3096BTZGY5998.pdf;
