Series;Product Image;IT(AV)(A);TC(°C);IT(RMS)(A);VDRM/VRRM(V);ITSMat 50 Hz(A);ITSMat 60 Hz(A);VTMat ITM(V at A);TJ(°C);dV/dt(V/µs);Package;Circuit Configuration;Image path;Datasheet part;3d model part
VS-25TTS16SLHM3;Enlarge;16.0;93.0;25.0;1600;350.0;;1.25 at 16;-40 to +125;500.0;D2PAK (TO-263AB);Single SCR;image/thyristors\96488.png;Datasheet\thyristors\VS-25TTS16SLHM3\VS-25TTS16SLHM3.pdf;
