Part Number;Status;Description;Product Type;VINMin.(V);VINMax.(V);Package;Package Size(W, L, H)(mm);Image path;Datasheet part;3d model part
SiPQ32433B;New;3.5 A, 78 mΩ, 2.8 V to 22 V eFuse with accurate current limit, OVP, and active reverse current blocking;Slew rate, current limit;2.8;28;DFN33 10L wettable flank;3.0 x 3.0 x 0.9;62096;Datasheet/power-ics/automotive/SiPQ32433B/SiPQ32433B.pdf;
