Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;3200;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;3200;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;2800;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;2800;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;2500;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;2500;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;2000;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;2000;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;1600;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;1600;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;1200;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;800;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;1200;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;540 at 55;6050;6335;400;;-40 to +150;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;800;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
VS-SD300C..C Series;Enlarge;650 at 55;6050;6335;400;;-40 to +180;2.08;A-PUK (DO-200AA);Single;image/diodes/93544.png;Datasheet/diodes/med-high-diodes/VS-SD300C..C Series/VS-SD300C..C Series.pdf;
