Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H55050JK2;Polypropylene;DC-Link;Radial Boxed;5µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H55050KK2;Polypropylene;DC-Link;Radial Boxed;5µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H56050JK2;Polypropylene;DC-Link;Radial Boxed;6µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H56050KK2;Polypropylene;DC-Link;Radial Boxed;5µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H57050JK2;Polypropylene;DC-Link;Radial Boxed;7µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H57050KK2;Polypropylene;DC-Link;Radial Boxed;7µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H58050JK2;Polypropylene;DC-Link;Radial Boxed;8µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H58050KK2;Polypropylene;DC-Link;Radial Boxed;8µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H61050JK2;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H61050KK2;Polypropylene;DC-Link;Radial Boxed;10µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H61250JK2;Polypropylene;DC-Link;Radial Boxed;12µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H61250KK2;Polypropylene;DC-Link;Radial Boxed;12µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H61550JK2;Polypropylene;DC-Link;Radial Boxed;15µF;5;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H61550KK2;Polypropylene;DC-Link;Radial Boxed;15µF;10;Vdc;500;27.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62050JP2;Polypropylene;DC-Link;Radial Boxed;20µF;5;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62050JP4;Polypropylene;DC-Link;Radial Boxed;20µF;5;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62050KP2;Polypropylene;DC-Link;Radial Boxed;20µF;10;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62050KP4;Polypropylene;DC-Link;Radial Boxed;20µF;10;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62250JP2;Polypropylene;DC-Link;Radial Boxed;22µF;5;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62250JP4;Polypropylene;DC-Link;Radial Boxed;22µF;5;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62250KP2;Polypropylene;DC-Link;Radial Boxed;22µF;10;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
MKP1848H DC-Link;Enlarge;MKP1848H - AEC-Q200 DC-Link  - THB : 85°C / 85% RH / 1000h at UNDC;MKP1848H62250KP4;Polypropylene;DC-Link;Radial Boxed;22µF;10;Vdc;500;37.5;image/capacitors\26078.png;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.pdf;Datasheet\capacitors\MKP1848H DC-Link\MKP1848H DC-Link.zip
