Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-SD2500C..K Series;Enlarge;3000 at 55;31000;32460;1200;;-40 to +180;1.41;K-PUK (DO-200AC);Single;image/diodes\93542.png;Datasheet\diodes\VS-SD2500C..K Series\VS-SD2500C..K Series.pdf;
VS-SD2500C..K Series;Enlarge;3000 at 55;31000;32460;1600;;-40 to +180;1.41;K-PUK (DO-200AC);Single;image/diodes\93542.png;Datasheet\diodes\VS-SD2500C..K Series\VS-SD2500C..K Series.pdf;
VS-SD2500C..K Series;Enlarge;3000 at 55;31000;32460;2000;;-40 to +180;1.41;K-PUK (DO-200AC);Single;image/diodes\93542.png;Datasheet\diodes\VS-SD2500C..K Series\VS-SD2500C..K Series.pdf;
VS-SD2500C..K Series;Enlarge;3000 at 55;31000;32460;2400;;-40 to +180;1.41;K-PUK (DO-200AC);Single;image/diodes\93542.png;Datasheet\diodes\VS-SD2500C..K Series\VS-SD2500C..K Series.pdf;
VS-SD2500C..K Series;Enlarge;3000 at 55;31000;32460;2500;;-40 to +180;1.41;K-PUK (DO-200AC);Single;image/diodes\93542.png;Datasheet\diodes\VS-SD2500C..K Series\VS-SD2500C..K Series.pdf;
