Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
GI751;Enlarge;100;6;see datasheet;400.0;;150;P600;Single die;;No;image/diodes/88634.png;Datasheet/diodes/standard-recovery/GI751/GI751.pdf;Datasheet/diodes/standard-recovery/GI751/GI751.zip
