Series;Product Image;IO(A);TC(°C);VRRM(V);VRSM(V);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VFMat ITMat25 °C(V);TJ(°C);RthJCperJunction(°C/W);Package;CircuitConfiguration;Image path;Datasheet part;3d model part
VS-SC50BA65;Enlarge;50.0;124.0;650;650;267;280;1.73 at 50;175;;SOT-227;Single phase bridge;image/modules\97173.png;Datasheet\modules\VS-SC50BA65\VS-SC50BA65.pdf;
