Series;Product Image;Description;Part Number;Dialectric;Capacitor Type;Construction;Capacitance;Tolerance;Voltage Bias;Voltage;Lead Pitch;Image path;Datasheet part;3d model part
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61010JP2C;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1000;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61010JY5B;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1000;52.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61010JY2B;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1000;52.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61010JP4F;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1000;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61010JP4C;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1000;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61010JP2F;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;1000;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61050JP4C;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;500;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61050JP4B;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;500;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61050JP2C;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;500;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
MKP1848S DC-Link;Enlarge;MKP1848S - DC-Link Low Building Height;MKP1848S61050JP2B;Polypropylene;DC-Link;Radial Boxed;10µF;5;Vdc;500;37.5;image/capacitors\26010.png;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.pdf;Datasheet\capacitors\MKP1848S DC-Link\MKP1848S DC-Link.zip
