Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSL1150;Enlarge;7 mm;Red;Common anode;;1000.0;;5;1.8;image/displays\83121.png;Datasheet\displays\TDSL1150\TDSL1150.pdf;
