Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
660R30AZT47;Enlarge;High Voltage Ceramic DC Disc Capacitors With Axial Leads, 10 kVDC to 30 kVDC;30000;470;N4700;;;Individual;image\capacitors\22209.png;Datasheet\capacitors\660R30AZT47\660R30AZT47.pdf;Datasheet\capacitors\660R30AZT47\660R30AZT47.zip
