Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
VSMA1085400X02;Enlarge;surface-mount;High power with lens;3.4 x 3.4 x 2.45;850;1025.0;40;13;;Yes;image/ir-emitting-diodes/80245.png;Datasheet\/ir-emitting-diodes/VSMA1085400X02\VSMA1085400X02.pdf;Datasheet\/ir-emitting-diodes/VSMA1085400X02\VSMA1085400X02.zip
