Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-VSKDS201/045;Enlarge;100;123;45.0;1850;0.72 at 100;-55 to +175;0.52;AAP Gen 7 (TO-240AA);Two diodes doubler circuit;Isolated;image\modules\93234.png;Datasheet\modules\VS-VSKDS201/045\VS-VSKDS201/045.pdf;
