Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-128O064D-BPP3N00000;graphic;128 x 64 dots;26.7 x 19.26 x 1.65;23.938 x 12.058;-;0.148 x 0.148;0.17 x 0.17;1/64;SSD1306BZ;-;-;-;Yes;-;37902;Datasheet/displays/OLED-128O064D-BPP3N00000\OLED-128O064D-BPP3N00000.pdf;
