Part Number;Product Image;IF(AV)(A);VFat IF(V at A);IFSM(A);Rev. Voltage(V);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
PB4008;Enlarge;40.0;0.94;400;800;150;PB;In-line;image/diodes/84808.png;Datasheet/diodes/bridge/PB4008/PB4008.pdf;Datasheet/diodes/bridge/PB4008/PB4008.zip
