Series;Product Image;Order Code;Cap (µF);Voltage (V);Form;Case Size;Temp Max (°C);Useful Life;Style;Technology;Image path;Datasheet part;3d model part
230 EDLC-HV ENYCAP™;Enlarge;MAL223031016E3;15000000;3.0;Radial;Ø12.5x30;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223051009E3;60000000;3.0;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223031003E3;20000000;3.0;Radial;Ø16x20;+85 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223091009E3;60000000;3.0;Radial;Ø18x40;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223091003E3;20000000;3.0;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, On Plastic Tray""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223031012E3;7000000;3.0;Radial;Ø10x25;+85 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223051003E3;20000000;3.0;Radial;Ø16x20;+85 °C;2000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223051012E3;7000000;3.0;Radial;Ø10x25;+85 °C;1000;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223051017E3;22000000;3.0;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223031014E3;8000000;3.0;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223031017E3;22000000;3.0;Radial;Ø12.5x40;+85 °C;1500;"""Radial, Taped in Ammopack, Formed Leads""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
230 EDLC-HV ENYCAP™;Enlarge;MAL223051014E3;8000000;3.0;Radial;Ø12.5x20;+85 °C;1500;"""Radial, Long Straight Leads, Bulk""";Supercapacitor;image/capacitors\28450.png;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.pdf;Datasheet\capacitors\230 EDLC-HV ENYCAP™\230 EDLC-HV ENYCAP™.zip
