Series;Type(V);Display Format;Outline Dimensions(W x H mm);Effective Viewing Area(W x H mm);Character Size(W x H mm);Dot Size(W x H mm);Dot Pitch(W x H mm);Driving Method (Duty);Built-In Controller;Process Color TN;Process Color STN Gray;Process Color STN Yellow;Process Color STN Blue;Process Color STN Color;BL None;BL LED;BL EL;BL CCFL;Image path;Datasheet part;3d model part
LCD-020N004L;Character;20 x 4 characters;146.0 x 62.5;123.5 x 43.0;4.84 x 9.22;0.92 x 1.10;0.98 x 1.16;1/16;ST 7066 (or equivalent);x;x;x;x;;x;x;x;;37314;Datasheet/displays/LCD-020N004L\LCD-020N004L.pdf;
