Part Number;Product Image;Zero or Non-zero crossing;Package;Trigger Current IFTMax.(mA);Blocking Voltage VDRM(V);On-state Current(mA);Static dv / dt;Isolation Voltage VISOVRMS;Ambient Temperature Range(°C);Creepage Min.(mm);Working Voltage VIORM(Vpeak);Safety Standard;Image path;Datasheet part;3d model part
VOT8125AB, VOT8125AD, VOT8125AG;Enlarge;Non-Zero;DIP-6;5;800;100;1000.0;5000;-40 to +110;7.0;890.0;UL, cUL, VDE, CQC;image/optocouplers\84923.png;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.pdf;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.zip
VOT8125AB, VOT8125AD, VOT8125AG;Enlarge;Non-Zero;DIP-6, 400 mil;5;800;100;1000.0;5000;-40 to +110;8.0;1140.0;UL, cUL, VDE, CQC;image/optocouplers\84923.png;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.pdf;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.zip
VOT8125AB, VOT8125AD, VOT8125AG;Enlarge;Non-Zero;SMD-6;5;800;100;1000.0;5000;-40 to +110;7.0;890.0;UL, cUL, VDE, CQC;image/optocouplers\84923.png;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.pdf;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.zip
VOT8125AB, VOT8125AD, VOT8125AG;Enlarge;Non-Zero;SMD-6, 180° orientation;5;800;100;1000.0;5000;-40 to +110;7.0;890.0;UL, cUL, VDE, CQC;image/optocouplers\84923.png;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.pdf;Datasheet\optocouplers\VOT8125AB, VOT8125AD, VOT8125AG\VOT8125AB, VOT8125AD, VOT8125AG.zip
