Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
Si1553CDL;Enlarge;N- and p-pair;SC-70;P;-20.0;;;;;1.48;;0.85;;;;0.55;1.9;0.25;0.25;-0.5;0.34;-0.6;10.3;image/mosfets/63025.png;Datasheet/mosfets/Si1553CDL/Si1553CDL.pdf;Datasheet/mosfets/Si1553CDL/Si1553CDL.zip
Si1553CDL;Enlarge;N- and p-pair;SC-70;N;20.0;;;;;0.578;;0.39;;;;0.55;1.2;0.15;0.15;0.7;0.34;0.6;7.2;image/mosfets/62960.png;Datasheet/mosfets/Si1553CDL/Si1553CDL.pdf;Datasheet/mosfets/Si1553CDL/Si1553CDL.zip
