Part Number;Configuration;SingleSupplyMin.;SingleSupplyMax.;DualSupplyMin.;DualSupplyMax.;On-Resistance(Ω);Is(off)Max.;tonMax.;QINJTyp.;XTALK&OIRR;Package;CS(on)(pF);CS(off)(pF);-3 dBBandwidth(MHz);Image path;Datasheet part;3d model part
DG303B;DPST x 2, comp;5.0;36.0;5.0;22.0;15.0;5.0;150.0;8.0;-62.0;Plastic DIP-14;40.0;14.0;;71402;Datasheet/analog-switches/DG303B/DG303B.pdf;
DG303B;DPST x 2, comp;5.0;36.0;5.0;22.0;15.0;5.0;150.0;8.0;-62.0;SO-14 (narrow) AS;40.0;14.0;;71402;Datasheet/analog-switches/DG303B/DG303B.pdf;
